investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,amount
INV000522,2024-05-29,119092,Lumpsum,336878,Punjab,Chandigarh,T30,26-35,Female,10.8,UPI,VERIFIED,336878
INV000470,2024-05-29,149322,Lumpsum,193648,Madhya Pradesh,Bhopal,B30,26-35,Male,17.8,Net Banking,VERIFIED,193648
INV000073,2024-05-29,120504,SIP,26594,Punjab,Amritsar,B30,18-25,Male,5.5,Cheque,PENDING,26594
INV001903,2024-05-30,118633,Lumpsum,436193,Delhi,New Delhi,T30,26-35,Female,8.8,Net Banking,VERIFIED,436193
INV003450,2024-05-30,118633,SIP,57670,Maharashtra,Nashik,B30,18-25,Female,4.2,Mandate,VERIFIED,57670
INV002062,2024-05-30,119552,Lumpsum,272731,Telangana,Hyderabad,T30,18-25,Male,5.5,Net Banking,VERIFIED,272731
INV003501,2024-05-30,120843,SIP,2260,Rajasthan,Udaipur,B30,26-35,Female,24.7,UPI,VERIFIED,2260
INV003473,2024-05-30,101206,SIP,10046,Telangana,Hyderabad,T30,26-35,Male,16.5,UPI,VERIFIED,10046
INV002120,2024-05-30,101208,SIP,5983,Tamil Nadu,Chennai,T30,26-35,Male,13.8,UPI,VERIFIED,5983
INV001903,2024-05-30,119552,Lumpsum,386717,Delhi,New Delhi,T30,26-35,Female,8.8,Mandate,VERIFIED,386717
INV003311,2024-05-30,118636,SIP,2298,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,Mandate,VERIFIED,2298
INV003151,2024-05-30,149322,SIP,559,Tamil Nadu,Coimbatore,B30,56+,Female,69.5,Cheque,VERIFIED,559
INV003264,2024-05-30,119094,SIP,2212,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,VERIFIED,2212
INV001661,2024-05-30,118635,SIP,2996,Uttar Pradesh,Lucknow,T30,56+,Female,26.4,Net Banking,VERIFIED,2996
INV003495,2024-05-30,118636,SIP,5617,West Bengal,Kolkata,T30,26-35,Female,22.9,Mandate,VERIFIED,5617
INV003423,2024-05-30,102885,Lumpsum,91994,Delhi,Noida,T30,18-25,Female,3.2,Mandate,VERIFIED,91994
INV003338,2024-05-30,120505,SIP,1147,Haryana,Faridabad,B30,46-55,Male,69.2,Net Banking,VERIFIED,1147
INV003344,2024-05-30,120843,SIP,1030,Haryana,Gurugram,T30,36-45,Female,52.5,Cheque,VERIFIED,1030
INV002149,2024-05-30,100033,Lumpsum,444118,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,Cheque,VERIFIED,444118
INV003529,2024-05-30,119094,SIP,2827,Tamil Nadu,Chennai,T30,36-45,Female,36.6,Net Banking,VERIFIED,2827
INV001550,2024-05-30,102885,SIP,5122,Punjab,Chandigarh,T30,18-25,Male,4.1,Mandate,VERIFIED,5122
INV001950,2024-05-30,100025,SIP,2107,Maharashtra,Pune,T30,26-35,Female,6.0,Net Banking,VERIFIED,2107
INV003974,2024-05-30,148568,Redemption,297422,Maharashtra,Nashik,B30,46-55,Male,73.6,UPI,VERIFIED,297422
INV004700,2024-05-30,125497,SIP,2770,Gujarat,Ahmedabad,T30,26-35,Male,15.9,Net Banking,VERIFIED,2770
INV004866,2024-05-30,120843,Lumpsum,336270,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Mandate,VERIFIED,336270
INV003744,2024-05-30,125498,SIP,8275,Karnataka,Mysore,B30,18-25,Female,4.1,UPI,VERIFIED,8275
INV000214,2024-05-30,120507,Redemption,61973,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Net Banking,VERIFIED,61973
INV000801,2024-05-30,120843,Redemption,223451,Karnataka,Mysore,B30,36-45,Male,18.3,Net Banking,VERIFIED,223451
INV002654,2024-05-30,118635,SIP,10097,Delhi,New Delhi,T30,36-45,Female,38.2,UPI,VERIFIED,10097
INV004701,2024-05-30,119094,SIP,4931,Haryana,Gurugram,T30,26-35,Male,7.3,UPI,VERIFIED,4931
INV000637,2024-05-30,118633,SIP,8132,Punjab,Chandigarh,T30,26-35,Male,13.9,UPI,VERIFIED,8132
INV004205,2024-05-30,120844,Redemption,148175,Telangana,Hyderabad,T30,56+,Female,56.9,Cheque,VERIFIED,148175
INV000895,2024-05-30,118632,SIP,5809,Rajasthan,Udaipur,B30,26-35,Male,19.5,Cheque,VERIFIED,5809
INV000297,2024-05-30,148569,Lumpsum,149371,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Cheque,VERIFIED,149371
INV000363,2024-05-30,148567,SIP,3497,Madhya Pradesh,Bhopal,B30,26-35,Male,22.6,Net Banking,VERIFIED,3497
INV002793,2024-05-30,125497,SIP,25457,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Net Banking,VERIFIED,25457
INV000532,2024-05-30,100016,Redemption,310669,Madhya Pradesh,Bhopal,B30,26-35,Male,9.0,Mandate,VERIFIED,310669
INV000933,2024-05-30,119598,SIP,11370,Rajasthan,Jaipur,T30,36-45,Female,14.9,Mandate,VERIFIED,11370
INV000132,2024-05-30,149322,SIP,4908,Karnataka,Bangalore,T30,46-55,Female,37.1,Cheque,VERIFIED,4908
INV001301,2024-05-30,118633,Redemption,394642,Delhi,New Delhi,T30,26-35,Male,19.1,Net Banking,VERIFIED,394642
INV002422,2024-05-30,120503,SIP,1912,Tamil Nadu,Chennai,T30,36-45,Male,20.5,UPI,VERIFIED,1912
INV000054,2024-05-30,100016,SIP,500,Telangana,Hyderabad,T30,46-55,Female,37.5,UPI,PENDING,500
INV000131,2024-05-30,119551,Lumpsum,482270,Telangana,Hyderabad,T30,36-45,Female,16.8,Cheque,VERIFIED,482270
INV002555,2024-05-30,119093,Lumpsum,148310,Gujarat,Ahmedabad,T30,36-45,Male,24.5,UPI,VERIFIED,148310
INV004692,2024-05-30,120843,Redemption,156822,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,UPI,VERIFIED,156822
INV000665,2024-05-30,100033,SIP,2827,Rajasthan,Udaipur,B30,26-35,Female,6.6,Mandate,PENDING,2827
INV001066,2024-05-30,149323,SIP,2840,Haryana,Gurugram,T30,26-35,Male,23.2,Mandate,VERIFIED,2840
INV000403,2024-05-30,120506,SIP,1740,Rajasthan,Jaipur,T30,18-25,Female,7.7,Cheque,VERIFIED,1740
INV001083,2024-05-30,120843,Lumpsum,92618,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Net Banking,VERIFIED,92618
INV004476,2024-05-30,118635,SIP,5512,Gujarat,Surat,T30,26-35,Male,9.3,Mandate,VERIFIED,5512
INV004443,2024-05-30,119095,Lumpsum,438286,Maharashtra,Nashik,B30,26-35,Female,13.0,Cheque,VERIFIED,438286
INV004440,2024-05-30,119599,Redemption,122504,Telangana,Hyderabad,T30,36-45,Male,33.5,Cheque,VERIFIED,122504
INV000074,2024-05-30,120503,SIP,12235,Rajasthan,Jaipur,T30,26-35,Female,8.4,UPI,VERIFIED,12235
INV000445,2024-05-30,100016,SIP,12897,Madhya Pradesh,Bhopal,B30,26-35,Female,24.7,Cheque,VERIFIED,12897
INV000302,2024-05-30,118632,Redemption,307706,Telangana,Hyderabad,T30,36-45,Male,31.3,UPI,VERIFIED,307706
INV001015,2024-05-30,100025,Redemption,23119,Haryana,Gurugram,T30,36-45,Female,21.1,Net Banking,VERIFIED,23119
INV004318,2024-05-30,120841,Lumpsum,21249,Tamil Nadu,Coimbatore,B30,56+,Female,54.7,Cheque,VERIFIED,21249
INV000573,2024-05-30,120503,SIP,8349,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,UPI,VERIFIED,8349
INV001399,2024-05-30,120507,SIP,2769,Delhi,New Delhi,T30,26-35,Female,16.4,UPI,VERIFIED,2769
INV004474,2024-05-30,120844,SIP,4298,West Bengal,Kolkata,T30,46-55,Male,16.5,Net Banking,VERIFIED,4298
INV000575,2024-05-30,102887,SIP,21363,Punjab,Amritsar,B30,26-35,Female,16.4,Cheque,VERIFIED,21363
INV000609,2024-05-30,100025,SIP,970,Tamil Nadu,Coimbatore,B30,18-25,Male,3.9,Net Banking,VERIFIED,970
INV000522,2024-05-30,102886,Redemption,450200,Punjab,Chandigarh,T30,26-35,Female,10.8,Cheque,VERIFIED,450200
INV000114,2024-05-30,149323,Redemption,260216,West Bengal,Kolkata,T30,36-45,Male,59.6,Cheque,VERIFIED,260216
INV000803,2024-05-30,148569,SIP,1919,Karnataka,Mysore,B30,26-35,Female,20.6,UPI,VERIFIED,1919
INV002719,2024-05-30,119093,Lumpsum,241922,Rajasthan,Jaipur,T30,18-25,Female,4.8,Mandate,VERIFIED,241922
INV003720,2024-05-30,101206,SIP,572,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Mandate,VERIFIED,572
INV003719,2024-05-30,118636,SIP,11888,Uttar Pradesh,Kanpur,B30,26-35,Female,8.3,Mandate,VERIFIED,11888
INV004464,2024-05-30,125498,SIP,4632,Haryana,Faridabad,B30,26-35,Female,11.9,Net Banking,VERIFIED,4632
INV001650,2024-05-31,120503,Lumpsum,232594,Madhya Pradesh,Indore,T30,36-45,Male,38.1,Net Banking,VERIFIED,232594
INV000279,2024-05-31,125497,SIP,13210,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Mandate,VERIFIED,13210
INV004922,2024-05-31,120504,Redemption,210970,Haryana,Gurugram,T30,56+,Male,28.2,Mandate,VERIFIED,210970
INV001826,2024-05-31,101207,SIP,1020,Punjab,Amritsar,B30,18-25,Male,4.7,Mandate,VERIFIED,1020
INV003665,2024-05-31,120841,SIP,2536,Maharashtra,Nashik,B30,26-35,Female,11.8,Mandate,VERIFIED,2536
INV003343,2024-05-31,100033,Lumpsum,74797,Telangana,Hyderabad,T30,36-45,Male,26.0,Net Banking,VERIFIED,74797
INV000088,2024-05-31,100033,Lumpsum,156207,Delhi,Noida,T30,26-35,Male,20.4,Mandate,VERIFIED,156207
INV001795,2024-05-31,149324,Lumpsum,298269,Madhya Pradesh,Indore,T30,46-55,Male,17.7,UPI,VERIFIED,298269
INV000258,2024-05-31,119094,SIP,11103,Gujarat,Surat,T30,26-35,Male,11.6,Cheque,VERIFIED,11103
INV004137,2024-05-31,120505,SIP,8244,West Bengal,Kolkata,T30,18-25,Female,6.2,UPI,VERIFIED,8244
INV004808,2024-05-31,118632,SIP,12069,Uttar Pradesh,Kanpur,B30,36-45,Male,47.0,UPI,VERIFIED,12069
INV003716,2024-05-31,125497,SIP,16272,Uttar Pradesh,Kanpur,B30,36-45,Male,37.7,Mandate,VERIFIED,16272
INV004888,2024-05-31,118634,Lumpsum,119440,Delhi,Gurugram,T30,26-35,Female,6.7,Net Banking,VERIFIED,119440
INV003099,2024-05-31,148569,Redemption,227717,Gujarat,Surat,T30,36-45,Male,14.4,Mandate,PENDING,227717
INV004270,2024-05-31,119094,SIP,2540,Rajasthan,Udaipur,B30,18-25,Male,5.7,Net Banking,VERIFIED,2540
INV002395,2024-05-31,118633,SIP,7547,West Bengal,Kolkata,T30,26-35,Male,13.0,UPI,VERIFIED,7547
INV002467,2024-05-31,119551,SIP,2343,Punjab,Chandigarh,T30,36-45,Male,12.3,UPI,VERIFIED,2343
INV000241,2024-05-31,148568,Lumpsum,445743,Telangana,Hyderabad,T30,26-35,Female,16.5,UPI,VERIFIED,445743
INV003115,2024-05-31,120503,SIP,15800,Gujarat,Surat,T30,26-35,Male,23.9,Net Banking,VERIFIED,15800
INV001237,2024-05-31,118636,SIP,48179,West Bengal,Kolkata,T30,26-35,Male,19.1,Net Banking,VERIFIED,48179
INV000105,2024-05-31,119120,SIP,2534,Punjab,Chandigarh,T30,56+,Male,41.4,Cheque,VERIFIED,2534
INV000203,2024-05-31,100033,SIP,7515,Maharashtra,Nashik,B30,26-35,Male,16.0,Cheque,VERIFIED,7515
INV000262,2024-05-31,119093,SIP,5534,Telangana,Hyderabad,T30,36-45,Male,47.6,Cheque,VERIFIED,5534
INV004761,2024-05-31,119598,SIP,1848,Madhya Pradesh,Indore,T30,26-35,Male,21.4,Mandate,VERIFIED,1848
INV000717,2024-05-31,101208,Redemption,137619,Tamil Nadu,Chennai,T30,46-55,Male,44.9,UPI,VERIFIED,137619
INV003893,2024-05-31,120843,SIP,16960,Karnataka,Bangalore,T30,46-55,Male,78.5,Net Banking,VERIFIED,16960
INV002259,2024-05-31,119551,SIP,43862,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Mandate,VERIFIED,43862
INV003567,2024-05-31,149323,Lumpsum,176044,Tamil Nadu,Chennai,T30,46-55,Male,76.1,UPI,VERIFIED,176044
INV000746,2024-05-31,101206,Lumpsum,329559,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,Cheque,VERIFIED,329559
INV000570,2024-05-31,148569,SIP,51941,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,Cheque,VERIFIED,51941
INV004870,2024-05-31,102886,Redemption,303589,Punjab,Amritsar,B30,46-55,Male,65.9,UPI,VERIFIED,303589
INV001662,2024-05-31,148567,SIP,5334,Delhi,Gurugram,T30,36-45,Male,45.6,Net Banking,VERIFIED,5334
INV004408,2024-05-31,125498,SIP,12597,Punjab,Amritsar,B30,26-35,Male,23.5,Mandate,VERIFIED,12597
INV004968,2024-05-31,118636,SIP,1176,Delhi,Noida,T30,26-35,Male,22.2,UPI,VERIFIED,1176
INV002536,2024-05-31,100016,Lumpsum,249795,West Bengal,Kolkata,T30,26-35,Male,11.9,Cheque,VERIFIED,249795
INV002003,2024-05-31,119599,Lumpsum,491566,Delhi,New Delhi,T30,26-35,Female,20.1,Mandate,PENDING,491566
INV004295,2024-05-31,119598,SIP,470,Karnataka,Bangalore,T30,36-45,Male,50.6,Cheque,VERIFIED,470
INV003929,2024-05-31,120843,Lumpsum,247049,Uttar Pradesh,Agra,B30,56+,Male,28.0,Mandate,VERIFIED,247049
INV001874,2024-05-31,148568,Lumpsum,194920,Telangana,Hyderabad,T30,36-45,Male,21.3,Cheque,VERIFIED,194920
INV003847,2024-05-31,102887,SIP,7669,Telangana,Hyderabad,T30,26-35,Male,19.7,Cheque,VERIFIED,7669
INV003763,2024-05-31,120843,SIP,10229,Haryana,Faridabad,B30,26-35,Female,19.1,UPI,VERIFIED,10229
INV004475,2024-05-31,120504,SIP,3358,Punjab,Amritsar,B30,26-35,Male,18.2,UPI,VERIFIED,3358
INV003200,2024-05-31,120505,Lumpsum,97658,Punjab,Chandigarh,T30,46-55,Male,61.2,UPI,VERIFIED,97658
INV001604,2024-05-31,100025,Lumpsum,412885,Haryana,Gurugram,T30,56+,Male,33.9,Net Banking,VERIFIED,412885
INV003913,2024-05-31,119093,SIP,6411,Telangana,Hyderabad,T30,36-45,Male,51.7,Cheque,VERIFIED,6411
INV001336,2024-05-31,149324,SIP,516,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Net Banking,VERIFIED,516
INV000605,2024-05-31,119551,SIP,46223,Uttar Pradesh,Agra,B30,36-45,Male,35.6,Net Banking,VERIFIED,46223
INV002329,2024-05-31,119599,Redemption,122346,Madhya Pradesh,Indore,T30,56+,Male,51.2,Cheque,VERIFIED,122346
INV000294,2024-05-31,120503,Redemption,336190,Maharashtra,Nashik,B30,36-45,Female,30.8,UPI,VERIFIED,336190
INV003366,2024-05-31,118636,SIP,2958,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Mandate,VERIFIED,2958
INV004452,2024-05-31,118635,SIP,20174,Rajasthan,Udaipur,B30,26-35,Male,17.6,Net Banking,VERIFIED,20174
INV002295,2024-05-31,120507,SIP,16326,Telangana,Hyderabad,T30,26-35,Female,17.9,Net Banking,VERIFIED,16326
INV003141,2024-05-31,101206,SIP,16713,Maharashtra,Pune,T30,36-45,Female,40.1,UPI,VERIFIED,16713
INV003025,2024-05-31,100016,SIP,5781,Gujarat,Surat,T30,26-35,Female,11.9,UPI,VERIFIED,5781
INV003243,2024-05-31,118632,SIP,3558,Rajasthan,Jaipur,T30,18-25,Female,4.0,Cheque,VERIFIED,3558
INV000218,2024-05-31,101207,SIP,8003,Karnataka,Mysore,B30,36-45,Male,18.8,Net Banking,VERIFIED,8003
INV001120,2024-05-31,119094,SIP,3147,Karnataka,Bangalore,T30,36-45,Male,37.9,Cheque,VERIFIED,3147
INV004542,2024-05-31,119095,SIP,439,Maharashtra,Pune,T30,36-45,Male,53.7,Net Banking,PENDING,439
INV004508,2024-05-31,100025,Redemption,233610,Punjab,Amritsar,B30,36-45,Female,36.5,Net Banking,VERIFIED,233610
INV000741,2024-05-31,119095,SIP,43027,Rajasthan,Udaipur,B30,26-35,Male,17.4,Net Banking,VERIFIED,43027
INV004678,2024-05-31,101206,SIP,1170,West Bengal,Kolkata,T30,36-45,Female,15.3,UPI,VERIFIED,1170
INV002800,2024-05-31,118636,SIP,407,West Bengal,Kolkata,T30,36-45,Male,51.9,Net Banking,PENDING,407
INV000054,2024-05-31,100016,Redemption,205457,Telangana,Hyderabad,T30,46-55,Female,37.5,Mandate,VERIFIED,205457
INV000348,2024-05-31,119552,Lumpsum,246596,Madhya Pradesh,Bhopal,B30,46-55,Female,94.4,Net Banking,VERIFIED,246596
INV003872,2024-05-31,100033,SIP,2115,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,UPI,VERIFIED,2115
INV001436,2024-05-31,119598,Redemption,206643,Delhi,New Delhi,T30,26-35,Male,9.7,UPI,VERIFIED,206643
INV001397,2024-06-01,120504,Lumpsum,294145,Delhi,New Delhi,T30,26-35,Male,20.8,Net Banking,VERIFIED,294145
INV002886,2024-06-01,119120,SIP,23677,Tamil Nadu,Chennai,T30,18-25,Female,7.1,Net Banking,VERIFIED,23677
INV001174,2024-06-01,149323,Redemption,314812,Maharashtra,Nashik,B30,36-45,Male,12.7,Mandate,VERIFIED,314812
INV003362,2024-06-01,119093,Redemption,183163,Karnataka,Bangalore,T30,36-45,Female,22.6,Mandate,VERIFIED,183163
INV004298,2024-06-01,120507,SIP,5366,Gujarat,Ahmedabad,T30,36-45,Female,55.5,Cheque,VERIFIED,5366
INV002647,2024-06-01,119598,SIP,21407,Rajasthan,Jaipur,T30,46-55,Male,87.0,Net Banking,VERIFIED,21407
INV001484,2024-06-01,149322,Lumpsum,384239,Tamil Nadu,Chennai,T30,36-45,Male,13.1,Net Banking,VERIFIED,384239
INV000730,2024-06-01,119095,Lumpsum,80779,Maharashtra,Mumbai,T30,26-35,Male,19.5,Mandate,VERIFIED,80779
INV001650,2024-06-01,120843,SIP,22679,Madhya Pradesh,Indore,T30,36-45,Male,38.1,UPI,VERIFIED,22679
INV003821,2024-06-01,118633,SIP,16168,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,VERIFIED,16168
INV000438,2024-06-01,118636,SIP,1041,Delhi,New Delhi,T30,26-35,Male,11.6,UPI,VERIFIED,1041
INV004056,2024-06-01,118635,SIP,15782,Haryana,Gurugram,T30,26-35,Male,8.3,UPI,VERIFIED,15782
INV004617,2024-06-01,120844,SIP,1122,Karnataka,Bangalore,T30,26-35,Male,22.1,Cheque,VERIFIED,1122
INV002250,2024-06-01,120503,SIP,48280,Telangana,Hyderabad,T30,36-45,Male,20.4,Cheque,VERIFIED,48280
INV001699,2024-06-01,102886,SIP,9908,Madhya Pradesh,Indore,T30,26-35,Male,24.6,Cheque,VERIFIED,9908
INV002256,2024-06-01,120504,SIP,2411,Rajasthan,Jaipur,T30,46-55,Male,49.6,UPI,VERIFIED,2411
INV004410,2024-06-01,120844,SIP,15086,Tamil Nadu,Chennai,T30,36-45,Male,45.5,UPI,VERIFIED,15086
INV003219,2024-06-01,118635,Redemption,196331,Maharashtra,Pune,T30,46-55,Male,57.8,Net Banking,VERIFIED,196331
INV003275,2024-06-01,118633,Redemption,101629,Uttar Pradesh,Agra,B30,26-35,Female,8.1,Cheque,VERIFIED,101629
INV004659,2024-06-01,149324,Lumpsum,216890,West Bengal,Kolkata,T30,18-25,Female,3.3,Mandate,VERIFIED,216890
INV000508,2024-06-01,120507,Lumpsum,140533,Karnataka,Bangalore,T30,36-45,Female,12.8,Mandate,VERIFIED,140533
INV000667,2024-06-01,120844,Lumpsum,227537,Telangana,Hyderabad,T30,26-35,Male,7.5,Mandate,VERIFIED,227537
INV004693,2024-06-01,120843,SIP,8095,Maharashtra,Nashik,B30,36-45,Male,44.9,Net Banking,VERIFIED,8095
INV000677,2024-06-01,119552,Lumpsum,103936,Telangana,Hyderabad,T30,26-35,Male,16.6,Mandate,VERIFIED,103936
INV000318,2024-06-01,118635,SIP,8866,Madhya Pradesh,Bhopal,B30,46-55,Female,47.5,Net Banking,VERIFIED,8866
INV004531,2024-06-01,120504,SIP,885,Haryana,Gurugram,T30,26-35,Male,8.4,UPI,VERIFIED,885
INV000310,2024-06-01,148568,Redemption,248595,Delhi,Noida,T30,36-45,Male,58.4,UPI,VERIFIED,248595
INV003449,2024-06-01,100033,SIP,15878,Gujarat,Ahmedabad,T30,56+,Male,10.0,Cheque,VERIFIED,15878
INV001051,2024-06-01,100016,SIP,2090,Haryana,Gurugram,T30,26-35,Male,8.2,Net Banking,VERIFIED,2090
INV004004,2024-06-01,120507,Lumpsum,52059,Delhi,Gurugram,T30,18-25,Male,3.1,Mandate,VERIFIED,52059
INV000291,2024-06-01,119093,SIP,894,Madhya Pradesh,Indore,T30,18-25,Female,6.2,Mandate,VERIFIED,894
INV002333,2024-06-01,120842,SIP,7414,Uttar Pradesh,Kanpur,B30,26-35,Male,23.7,Cheque,VERIFIED,7414
INV003813,2024-06-01,120505,SIP,478,Rajasthan,Udaipur,B30,36-45,Male,23.6,Net Banking,VERIFIED,478
INV001550,2024-06-01,101207,SIP,11335,Punjab,Chandigarh,T30,18-25,Male,4.1,Net Banking,VERIFIED,11335
INV000256,2024-06-01,125498,Lumpsum,245152,Delhi,New Delhi,T30,36-45,Male,14.0,Cheque,VERIFIED,245152
INV001491,2024-06-01,149322,Redemption,86689,Tamil Nadu,Chennai,T30,56+,Male,78.5,Net Banking,VERIFIED,86689
INV003110,2024-06-01,100016,SIP,878,Rajasthan,Jaipur,T30,26-35,Male,9.0,UPI,VERIFIED,878
INV002898,2024-06-01,101207,SIP,4124,Maharashtra,Pune,T30,26-35,Female,8.1,Mandate,VERIFIED,4124
INV003068,2024-06-01,148567,Redemption,52787,Delhi,New Delhi,T30,26-35,Male,11.6,UPI,VERIFIED,52787
INV001298,2024-06-01,120503,Redemption,182077,Delhi,Gurugram,T30,26-35,Female,24.4,Net Banking,VERIFIED,182077
INV001611,2024-06-01,102885,Lumpsum,104307,West Bengal,Kolkata,T30,18-25,Female,7.4,Net Banking,VERIFIED,104307
INV000553,2024-06-01,119551,SIP,3232,Rajasthan,Jaipur,T30,36-45,Male,50.4,Mandate,VERIFIED,3232
INV001769,2024-06-01,118633,SIP,12856,Punjab,Chandigarh,T30,18-25,Male,7.4,Mandate,VERIFIED,12856
INV000072,2024-06-01,148568,SIP,14832,Gujarat,Ahmedabad,T30,18-25,Female,6.4,Mandate,VERIFIED,14832
INV002322,2024-06-01,125497,SIP,2278,Tamil Nadu,Chennai,T30,18-25,Male,3.3,UPI,VERIFIED,2278
INV004243,2024-06-01,119552,SIP,4557,Punjab,Amritsar,B30,36-45,Female,38.7,Mandate,VERIFIED,4557
INV003780,2024-06-01,118633,SIP,480,Haryana,Faridabad,B30,26-35,Male,10.1,Mandate,VERIFIED,480
INV002261,2024-06-01,101208,SIP,5577,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,Net Banking,VERIFIED,5577
INV002225,2024-06-01,119551,SIP,4279,Punjab,Amritsar,B30,46-55,Male,86.2,Mandate,VERIFIED,4279
INV000102,2024-06-01,102887,SIP,57404,Gujarat,Surat,T30,26-35,Male,21.9,Net Banking,PENDING,57404
INV004475,2024-06-01,119598,Redemption,44222,Punjab,Amritsar,B30,26-35,Male,18.2,UPI,VERIFIED,44222
INV000874,2024-06-01,149323,SIP,2687,Tamil Nadu,Chennai,T30,56+,Male,19.1,Net Banking,VERIFIED,2687
INV004934,2024-06-01,119094,Redemption,407312,West Bengal,Kolkata,T30,26-35,Female,22.0,Mandate,VERIFIED,407312
INV002178,2024-06-01,100033,SIP,16420,Gujarat,Ahmedabad,T30,36-45,Female,33.8,Cheque,VERIFIED,16420
INV002598,2024-06-01,118633,SIP,15256,Uttar Pradesh,Lucknow,T30,26-35,Male,14.6,UPI,VERIFIED,15256
INV002393,2024-06-01,119551,Lumpsum,531194,Madhya Pradesh,Bhopal,B30,26-35,Female,15.2,Mandate,VERIFIED,531194
INV001602,2024-06-01,119093,Lumpsum,438224,West Bengal,Kolkata,T30,36-45,Male,27.0,UPI,VERIFIED,438224
INV001157,2024-06-01,101206,Lumpsum,232121,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Net Banking,VERIFIED,232121
INV002323,2024-06-01,120842,Redemption,17449,West Bengal,Kolkata,T30,36-45,Female,33.7,Cheque,VERIFIED,17449
INV003945,2024-06-01,118632,SIP,2300,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Cheque,VERIFIED,2300
INV003402,2024-06-01,120503,SIP,20047,Telangana,Hyderabad,T30,26-35,Male,20.5,Net Banking,VERIFIED,20047
INV004147,2024-06-01,120844,SIP,1034,Madhya Pradesh,Bhopal,B30,26-35,Female,10.1,Net Banking,VERIFIED,1034
INV003972,2024-06-01,102886,Lumpsum,238019,Uttar Pradesh,Agra,B30,26-35,Male,10.2,Net Banking,VERIFIED,238019
INV002802,2024-06-01,119551,SIP,3387,Gujarat,Surat,T30,36-45,Female,32.8,Net Banking,VERIFIED,3387
INV000007,2024-06-01,149322,SIP,49792,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,Cheque,VERIFIED,49792
INV004573,2024-06-02,148567,SIP,4146,Madhya Pradesh,Indore,T30,36-45,Female,36.8,Mandate,VERIFIED,4146
INV003787,2024-06-02,119095,SIP,7975,Karnataka,Mysore,B30,46-55,Male,29.3,Cheque,VERIFIED,7975
INV002905,2024-06-02,120504,SIP,9151,Tamil Nadu,Chennai,T30,36-45,Female,32.4,Mandate,VERIFIED,9151
INV003041,2024-06-02,119552,SIP,2198,Madhya Pradesh,Bhopal,B30,36-45,Male,32.0,Mandate,VERIFIED,2198
INV001591,2024-06-02,149322,Redemption,418681,Rajasthan,Jaipur,T30,56+,Male,28.1,UPI,VERIFIED,418681
INV002805,2024-06-02,101206,SIP,10084,Maharashtra,Mumbai,T30,26-35,Female,14.5,Net Banking,VERIFIED,10084
INV000988,2024-06-02,148569,Lumpsum,233972,Rajasthan,Jaipur,T30,36-45,Male,28.7,Net Banking,VERIFIED,233972
INV004355,2024-06-02,120505,SIP,933,Haryana,Gurugram,T30,18-25,Male,5.6,Net Banking,PENDING,933
INV001432,2024-06-02,102886,SIP,11717,Uttar Pradesh,Lucknow,T30,36-45,Male,12.6,Net Banking,VERIFIED,11717
INV003174,2024-06-02,101207,Lumpsum,314798,Tamil Nadu,Chennai,T30,26-35,Female,10.0,UPI,VERIFIED,314798
INV003366,2024-06-02,148568,Lumpsum,274000,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Mandate,VERIFIED,274000
INV003480,2024-06-02,119598,SIP,6923,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,Mandate,VERIFIED,6923
INV000800,2024-06-02,119093,Lumpsum,507240,Delhi,New Delhi,T30,36-45,Female,58.8,Net Banking,VERIFIED,507240
INV002019,2024-06-02,118635,SIP,5756,Delhi,New Delhi,T30,36-45,Male,19.8,Cheque,VERIFIED,5756
INV002123,2024-06-02,118633,Lumpsum,543790,West Bengal,Kolkata,T30,26-35,Male,14.7,Cheque,VERIFIED,543790
INV004332,2024-06-02,101206,SIP,3475,Haryana,Faridabad,B30,36-45,Female,52.1,UPI,VERIFIED,3475
